Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2012,S12000008,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,635.6451766742097
2012,S12000008,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,905.9714433986884
2012,S12000010,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000010,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,3.134936629495275
2012,S12000010,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,21.783249849329245
2012,S12000010,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,6.709447381158913
2012,S12000010,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,93.6461113452264
2012,S12000010,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,20.008003201280513
2012,S12000010,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,382.5610053266143
2012,S12000010,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,812.9766492585716
2012,S12000011,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000011,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000011,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,16.643833854870447
2012,S12000011,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,22.462345948339696
2012,S12000011,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,77.09760820371186
2012,S12000011,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,84.98060558137776
2012,S12000011,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,776.6815253638323
2012,S12000011,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,742.7960434394868
2012,S12000013,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000013,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000013,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,66.40005997088913
2012,S12000013,,45-64 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000013,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,369.16137456228864
2012,S12000013,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,179.5290707870665
2012,S12000013,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,868.0547670214721
2012,S12000013,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,889.7205113169933
2012,S12000014,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000014,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000014,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,14.233255042522138
2012,S12000014,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,22.43579563295706
2012,S12000014,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,103.32130352435468
2012,S12000014,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,143.6667486059962
2012,S12000014,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,689.3496060030528
2012,S12000014,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,938.2257303049904
2012,S12000017,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000017,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,1.8273929007191496
2012,S12000017,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,6.001480236996498
2012,S12000017,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,19.573676806408116
2012,S12000017,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,64.538960601809407
2012,S12000017,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,96.0759231941198
2012,S12000017,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,933.104039842584
2012,S12000017,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,913.2415888651336
2012,S12000018,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000018,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,8.333630963010583
2012,S12000018,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,52.19594087354176
2012,S12000018,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,7.599279154091668
2012,S12000018,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,136.94809133844623
2012,S12000018,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,185.3196263134151
2012,S12000018,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,782.8944722501334
2012,S12000018,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,837.3899245243248
2012,S12000019,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000019,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000019,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,17.462139295018073
2012,S12000019,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,15.697239178804615
2012,S12000019,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,80.06395202195529
2012,S12000019,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,40.826930928255955
2012,S12000019,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,581.891841094379
2012,S12000019,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,809.7326285507598
2012,S12000020,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000020,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,3.7282033255573657
2012,S12000020,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,24.157086894454935
2012,S12000020,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,30.6841164818134
2012,S12000020,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,65.50699208419259
2012,S12000020,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,154.5258958157401
2012,S12000020,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,824.023488322782
2012,S12000020,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,904.6987060677396
2012,S12000021,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000021,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000021,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,20.51255526084355
2012,S12000021,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,18.91327587615655
2012,S12000021,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,205.91988010331963
2012,S12000021,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,102.02866923922284
2012,S12000021,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,932.140184262716
2012,S12000021,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,838.1568211918527
2012,S12000023,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000023,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000023,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,30.583917564579117
2012,S12000023,,45-64 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000023,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,73.05572159128644
2012,S12000023,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,73.77598926894701
2012,S12000023,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,1071.9812288655942
2012,S12000023,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,962.1773986380588
2012,S12000026,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,4.538852578068265
2012,S12000026,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000026,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,11.88382417873804
2012,S12000026,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,5.346283219353546
2012,S12000026,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,34.03791824092039
2012,S12000026,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,58.28983895859184
2012,S12000026,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,694.9530258177302
2012,S12000026,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,760.1291484203346
2012,S12000027,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000027,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000027,,45-64 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000027,,45-64 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000027,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,176.5391365966449
2012,S12000027,,65-74 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000027,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,1151.591183651401
2012,S12000027,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,301.8824109954863
2012,S12000028,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,3.584890199934448
2012,S12000028,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000028,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,18.61247366296092
2012,S12000028,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,17.567413680677802
2012,S12000028,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,125.39766703858884
2012,S12000028,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,124.27158749779268
2012,S12000028,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,1117.4928015774392
2012,S12000028,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,1136.8708480543864
2012,S12000029,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,1.363804625245972
2012,S12000029,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,2.3567697028471595
2012,S12000029,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,35.1539666053054
2012,S12000029,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,17.28092397025137
2012,S12000029,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,182.1460258249907
2012,S12000029,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,95.11122416497211
2012,S12000029,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,780.7704968886359
2012,S12000029,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,989.2993113536064
2012,S12000030,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000030,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000030,,45-64 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000030,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,15.40189196426876
2012,S12000030,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,130.17782290608972
2012,S12000030,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,111.62458419842388
2012,S12000030,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,933.4750794299292
2012,S12000030,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,1005.7286961083008
2012,S12000033,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,1.733016438898792
2012,S12000033,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000033,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,40.9351632678763
2012,S12000033,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,33.614421854221824
2012,S12000033,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,92.0521653755559
2012,S12000033,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,176.66610374613828
2012,S12000033,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,1130.3805289094664
2012,S12000033,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,690.3589463350946
2012,S12000034,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000034,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,1.6359115299044629
2012,S12000034,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,21.74674476540433
2012,S12000034,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,13.15977511166076
2012,S12000034,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,122.65014016821564
2012,S12000034,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,98.98203474882128
2012,S12000034,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,863.0995893952479
2012,S12000034,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,1050.7302308476746
2012,S12000035,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000035,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000035,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,31.09420139371523
2012,S12000035,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,15.251524374186118
2012,S12000035,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,86.48412437687334
2012,S12000035,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,71.536427396493
2012,S12000035,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,779.0064114451288
2012,S12000035,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,902.5102684532428
2012,S12000036,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,0.495522950145436
2012,S12000036,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000036,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,23.72478590642042
2012,S12000036,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,15.71501307671425
2012,S12000036,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,91.05359397902726
2012,S12000036,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,85.78609057077956
2012,S12000036,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,767.114946917171
2012,S12000036,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,774.8444877717226
2012,S12000038,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,5.343348294708559
2012,S12000038,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000038,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,25.706017085067774
2012,S12000038,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,27.950153350625953
2012,S12000038,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,79.50336993743522
2012,S12000038,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,101.02859403907924
2012,S12000038,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,1040.3351856885092
2012,S12000038,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,1270.6324598513042
2012,S12000039,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000039,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000039,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,8.599130054676134
2012,S12000039,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,30.007715887271257
2012,S12000039,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,135.14953522508495
2012,S12000039,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,111.76877534200378
2012,S12000039,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,1009.657379100894
2012,S12000039,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,1176.1364890627074
2012,S12000040,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,2.2163573995649117
2012,S12000040,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,1.710243675518888
2012,S12000040,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,19.016308100665405
2012,S12000040,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,12.38038064995128
2012,S12000040,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,131.24946761614592
2012,S12000040,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,199.4599305638076
2012,S12000040,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,1113.073598042162
2012,S12000040,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,1122.941504318418
2012,S12000041,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000041,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000041,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,25.27789979610648
2012,S12000041,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,40.209850561439715
2012,S12000041,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,115.14389983240726
2012,S12000041,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,90.7235739086918
2012,S12000041,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,934.7718548692544
2012,S12000041,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,1068.5966548022338
2012,S12000042,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,9.477119799392892
2012,S12000042,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,2.8490028490028494
2012,S12000042,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,17.49285601029773
2012,S12000042,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,27.66202643517461
2012,S12000042,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,143.39897729770902
2012,S12000042,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,131.72902790416347
2012,S12000042,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,709.680939351102
2012,S12000042,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,706.8870325632128
2012,S12000045,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,9.221686294010508
2012,S12000045,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S12000045,,45-64 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000045,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,5.904133737063621
2012,S12000045,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,20.740003318400532
2012,S12000045,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,32.32062506005463
2012,S12000045,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,940.2315080387056
2012,S12000045,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,657.4012887073559
2012,S12000047,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,3.177728248434323
2012,S12000047,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,5.011985205975292
2012,S12000047,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,18.299875072897137
2012,S12000047,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,5.63448479927866
2012,S12000047,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,116.83874098145608
2012,S12000047,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,75.31916497676923
2012,S12000047,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,754.1639877770011
2012,S12000047,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,929.6751262421828
2012,S12000048,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2012,S12000048,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,4.717235430481428
2012,S12000048,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,33.85412891415866
2012,S12000048,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,13.27330715827632
2012,S12000048,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,82.066857291122
2012,S12000048,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,106.34710887749031
2012,S12000048,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,866.4440149316911
2012,S12000048,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,840.8946787353493
2012,S12000049,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,2.2771405992663114
2012,S12000049,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,1.5976918565424283
2012,S12000049,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,35.590847482731526
2012,S12000049,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,18.24550040593467
2012,S12000049,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,199.106700993618
2012,S12000049,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,128.778197568036
2012,S12000049,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,918.8738099902192
2012,S12000049,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,952.6877291683192
2012,S12000050,,0-44 years,,Males,,Cerebrovascular Disease,,c,,c,3.476340627101896
2012,S12000050,,0-44 years,,Females,,Cerebrovascular Disease,,c,,c,2.123935833573518
2012,S12000050,,45-64 years,,Males,,Cerebrovascular Disease,,c,,c,30.540546147793943
2012,S12000050,,45-64 years,,Females,,Cerebrovascular Disease,,c,,c,24.049893968488348
2012,S12000050,,65-74 years,,Males,,Cerebrovascular Disease,,c,,c,125.30665377896432
2012,S12000050,,65-74 years,,Females,,Cerebrovascular Disease,,c,,c,150.3759260682202
2012,S12000050,,75plus years,,Males,,Cerebrovascular Disease,,c,,c,719.3185930641104
2012,S12000050,,75plus years,,Females,,Cerebrovascular Disease,,c,,c,799.2043310053631
2013,S92000003,d,0-44 years,,Males,,Cerebrovascular Disease,23,,1.57844205024524,,1.7084889193964083
2013,S92000003,d,0-44 years,,Females,,Cerebrovascular Disease,20,,1.3701586301154,,1.3773791825982191
2013,S92000003,d,45-64 years,,Males,,Cerebrovascular Disease,164,,22.9601836814695,,23.382979802972912
2013,S92000003,d,45-64 years,,Females,,Cerebrovascular Disease,137,,18.273878757483,,18.70712609437996
2013,S92000003,d,65-74 years,,Males,,Cerebrovascular Disease,307,,124.29552374166,,129.61120690925705
2013,S92000003,d,65-74 years,,Females,,Cerebrovascular Disease,275,,99.8873996585667,,103.09408612088812
2013,S92000003,d,75plus years,,Males,,Cerebrovascular Disease,1282,,761.848165205764,,876.8996174353668
2013,S92000003,d,75plus years,,Females,,Cerebrovascular Disease,2244,,875.464749279224,,856.8299083848549
2013,S12000005,,0-44 years,,Males,,Cerebrovascular Disease,0,,0,,0
2013,S12000005,,0-44 years,,Females,,Cerebrovascular Disease,0,,0,,0
2013,S12000005,,45-64 years,,Males,,Cerebrovascular Disease,0,,0,,0
2013,S12000005,,45-64 years,,Females,,Cerebrovascular Disease,0,,0,,0
